Date,EmpID,Engagement,Satisfaction,WorkLifeBalance,InEmployment
2023-06-30,3921,4,3,2,No
2023-02-15,3922,5,3,1,Yes
2022-10-27,3923,2,4,3,Yes
2022-11-07,3924,2,4,5,Yes
2023-04-27,3925,1,3,3,No
2023-07-15,3926,4,1,4,Yes
2023-05-04,3927,5,4,1,No
2023-01-04,3928,4,2,1,No
2022-10-28,3929,2,5,2,No
2023-05-06,3930,4,4,4,Yes
2022-09-30,3931,2,1,5,Yes
2023-06-23,3932,5,5,4,Yes
2023-03-27,3933,3,4,5,No
2023-04-07,3934,3,3,2,No
2023-04-05,3935,5,1,4,Yes
2023-03-25,3936,5,3,4,Yes
2022-11-21,3937,1,3,1,Yes
2022-12-16,3938,1,1,1,Yes
2023-01-09,3939,5,2,4,Yes
2022-12-25,3940,5,4,3,Yes
2023-01-26,3941,2,3,3,Yes
2023-02-02,3942,3,4,1,No
2022-08-06,3943,5,2,2,No
2023-02-26,3944,5,3,4,Yes
2023-01-03,3945,4,4,2,Yes
2023-07-23,3946,1,3,4,Yes
2023-07-28,3947,4,3,1,No
2023-03-10,3948,4,4,2,Yes
2023-04-22,3949,5,2,5,Yes
2022-10-18,3950,2,3,5,No
2023-04-01,3951,4,1,3,No
2022-12-13,3952,1,4,1,Yes
2023-03-16,3953,3,4,4,Yes
2023-06-18,3954,5,1,5,Yes
2023-06-10,3955,2,1,1,No
2022-09-26,3956,4,5,2,Yes
2023-06-07,3957,3,2,4,Yes
2023-04-10,3958,5,3,1,Yes
2023-06-30,3959,5,4,5,Yes
2023-07-14,3960,3,4,1,Yes
2022-11-20,3961,2,5,2,No
2023-05-30,3962,4,3,3,Yes
2023-07-28,3963,4,1,5,Yes
2023-03-28,3964,5,2,3,No
2023-06-08,3965,4,1,2,Yes
2022-10-03,3966,5,5,5,No
2023-01-05,3967,5,3,4,No
2022-12-14,3968,5,5,1,Yes
2022-08-09,3969,4,5,2,Yes
2023-01-14,3970,5,1,5,Yes
2023-03-23,3971,3,3,2,Yes
2022-10-29,3972,5,4,1,Yes
2022-08-17,3973,3,2,1,Yes
2023-04-04,3974,4,5,1,No
2022-11-27,3975,1,4,3,No
2023-04-25,3976,4,5,1,Yes
2023-01-06,3977,1,5,4,Yes
2022-09-04,3978,4,3,5,Yes
2022-12-09,3979,3,5,2,No
2022-10-03,3980,4,2,5,Yes
2022-10-31,3981,1,2,4,Yes
2022-10-09,3982,1,1,1,Yes
2022-12-03,3983,4,3,1,Yes
2023-02-24,3984,5,5,4,No
2022-09-28,3985,5,4,2,No
2022-10-08,3986,4,3,2,Yes
2022-12-22,3987,5,4,1,No
2023-05-20,3988,5,2,5,No
2023-04-26,3989,2,1,1,Yes
2022-08-27,3990,2,2,1,No
2022-10-11,3991,2,3,2,No
2023-07-14,3992,4,3,1,No
2022-10-16,3993,3,4,4,Yes
2023-02-14,3994,3,5,2,Yes
2023-01-05,3995,4,5,2,No
2023-04-14,3996,3,5,1,Yes
2022-09-10,3997,2,4,1,Yes
2023-02-22,3998,5,5,2,No
2022-10-02,3999,5,4,2,No
2023-04-21,4000,3,2,1,No
